,mics12_0,mics12_1,mics12_2,mics12_3,mics12_4,mics12_5,mics12_6,mics12_7,mics12_8,mics12_9,mics12_10,dist,room,label
0,0.02581617993056999,-0.005871802079138996,0.020368624799921048,0.035298870650251654,0.019479399067559175,0.03694464062083967,0.022900378978119293,0.014530040509761174,0.021018579062802818,-0.004755898298399076,0.00534036747275426,100,large,0
1,-0.013978138891025619,0.08903654126074344,-0.05674657120558052,0.020586109862470038,-0.19528127960717462,0.40132853601734353,-0.19770780834311055,0.11393501715167845,0.059564527580406645,-0.04680496744691509,-0.11963062331325089,100,large,0
2,-0.01109684905720464,0.03391654994672183,-0.028638430114076956,0.05742603778259614,-0.11078850241844579,0.12603136316249636,-0.11746103894962848,0.06788458587078353,-0.03661437669741849,0.030660911128870177,-0.03957798754276928,100,large,0
3,-0.028778027612039066,0.019381284903638413,-0.040585030346299414,0.05174462954979025,-0.09342346200242302,0.1418711929348896,-0.1321991184479687,0.06435540450994029,-0.020603986088943586,0.02992706518268069,-0.03860703624763309,100,large,0
4,0.046492945029941966,-0.002960826026206873,0.022353031830936433,0.11409194915020444,-0.12836708909726346,0.24518219687738427,-0.23186100917386404,0.030220406718927836,-0.019941578890696324,-0.0491295022332825,-0.056102550022320966,100,large,0
5,0.0011334909999789547,0.027092492389527833,-0.0062022142648278655,0.10766763368510368,-0.0066737319862580965,0.20064573984211756,-0.046818699258140084,0.09387459556974326,-0.04365297352958211,0.002450877196213964,-0.03441630839859984,100,large,0
6,-0.08344036224316641,-0.030771188824865063,-0.02575018414966678,0.12790342068890553,0.07165153317126786,0.29430648559810196,-0.10391496199530714,-0.03733425325932223,-0.20571658708630408,-0.12220372260347676,-0.106367156647029,100,large,0
7,0.09926300890706885,-0.018728409292433603,0.012935797806391928,0.006221687368567827,0.11412526681003053,-0.11841641757992521,0.08403063911460906,-0.024797521554936714,0.017785008070603514,-0.09881650061905,0.1155088833411799,100,large,0
8,0.03489413964423861,-0.019080090308839823,0.005606942940755065,-0.01685658052327177,0.026727543736371564,-0.03328227588693626,-0.006958335091917973,-0.01632736036416739,-0.017708175629750876,-0.029557742631523398,-0.008513818072463465,100,large,0
9,0.03092652859022238,0.03769178136746519,-0.019201757399354608,0.05299970302771712,0.0277078242255552,0.024889705125076947,-0.026810450542048773,0.0989427805702007,-0.036661038841413085,-0.023930303924151484,-0.0115404874428672,100,large,0
10,0.10935038125904403,-0.022898531563477008,0.02372344028318086,-0.05980841889355487,0.14599672543054648,-0.18487981073670268,0.13022587387123102,-0.04942813573534888,0.014696511591472361,-0.023953358992863452,0.05377474772538586,100,large,0
11,-0.005975635430172179,-0.07076629427519951,0.054850424955964226,0.01796658962740578,-0.08114186681164536,0.27590937444730146,-0.23877331854234735,0.08011553164522606,0.02810937429019008,-0.015468179458017265,-0.005662153599998258,100,large,0
12,0.08513623789469664,-0.07144896448676555,0.10373905284402493,-0.06268646528471278,0.08710275598216567,-0.09053237092181517,0.08533952527795421,-0.06767619377969755,0.046345834291272384,-0.04542497243962895,0.04410380992673926,100,large,0
13,0.03741562648349083,-0.031835022067159144,0.035555149206384924,-0.018478871820032453,0.04650229992150465,-0.05277929177914037,0.05535859462622059,-0.027798978277320037,0.04520143360942469,-0.07448936005383539,0.041037680945866246,100,large,0
14,0.05402061219416402,-0.03419171406370407,0.05260115383766546,0.0009935274623370078,0.02764458200329281,-0.024772957644992648,0.02078613058104875,-0.0442985481030327,0.01970817279166503,-0.05186634741983105,0.004317971517806359,100,large,0
15,0.05455442654235869,-0.012165718128103813,0.06929425701924127,-0.004578640284741326,0.025624016731847995,-0.05601165377479031,0.023193047990052746,-0.0632055470827905,0.015067780728579373,-0.06311031243662245,0.0360070343784899,100,large,0
16,0.15243021154059347,-0.1073817092347322,0.05273266831590516,0.1312287252346458,-0.13407435037326237,0.10089052567319362,0.03455792291500259,-0.0609971951799567,0.04262689837759748,0.028682385987945917,-0.03285261744634342,100,large,0
17,-0.02250077411281244,-0.011458145344468249,0.013727065643997265,0.006951023589661529,-0.14486490662971382,0.23365895551279975,-0.18968031675780547,0.008663799194877735,0.007037653052075043,-0.05860222984020504,-0.08050635319082972,100,large,0
18,0.03194129412076889,-0.006792150245460295,0.04047205754687624,0.004678152943606059,0.015275512846935138,0.03734805097759278,0.012209292562494298,-0.010119575447862489,0.02461676434688148,0.0018827831263078139,-0.013283690114538782,100,large,0
19,-0.09920560802824928,-0.016406764343540346,-0.07475422082996891,0.09881485620707944,-0.04573809193569127,0.3069585242586825,-0.09739039528349555,0.030170618879399723,-0.08487878326665635,-0.055746252885004795,-0.1792005001217739,100,large,0
20,-0.0030070750630833984,-0.0025298913806517317,0.018449706368800337,0.15374637182829545,-0.04786139567660354,0.3393847903536523,-0.08457476925358212,0.06961887282817068,-0.010250120855524476,0.007101748148798305,-0.054978157362355735,100,large,0
21,0.03996728656194988,-0.04123998685699114,0.012940468470346524,0.15544432546985648,-0.15973898455563795,0.21034747194497067,-0.16199925983072105,0.085516095149416,-0.019910202206389113,-0.040975346107020104,0.013239983367855698,100,large,0
22,0.03147443173755708,-0.028254857310605057,-0.003953045582611496,0.1091784513735114,-0.16911997012306773,0.24339980866445524,-0.17692039036136809,0.08805693397554028,-0.010131091466167103,-0.02112453729716479,-0.006531448615483072,100,large,0
23,0.0670036773419169,-0.05031416877095505,-0.010550121171007421,0.06398007422304597,-0.04572265519033229,0.06492636866834778,-0.06075407291186172,0.0064520514584033295,0.002691618384570032,-0.04914621594350527,0.017224652024796484,100,large,0
24,0.032791031364899165,0.016528184367757805,-0.049147265557077456,0.1319271542467332,-0.097719257998517,0.12173505049479853,-0.08054346339709861,0.06424638136448566,-0.06319771385936455,0.044274632927635914,-0.035668007135409185,100,large,0
25,0.06813294347316082,0.001843252723771946,0.050729081463763016,0.050172590694241806,0.07202880637331917,-0.08536886836166513,0.057872919201544935,-0.09740694868134678,0.0013285578742176455,-0.06440896501206542,-0.006995806712144599,100,large,0
26,0.015913534461790394,-0.037834455110337145,-0.022379311608988463,0.12600064136123382,-0.11325457484469459,0.2066051147125636,-0.10895930892784192,0.11441409390385059,-0.024923801586571426,0.02512132143218589,-0.05339272715147327,100,large,0
27,0.029066674476671876,0.01946288650134455,0.007529910339274363,0.15911816489110794,-0.0820661679821979,0.03161581414465715,-0.04951782465970879,0.033060934583932236,-0.06229114899647857,0.02120571143751811,-0.07491627820832839,100,large,0
28,-0.10508975259278994,-0.005153435296151471,-0.050704003569515994,0.06603268862308165,-0.05302889728485574,0.20355647405537158,-0.056579594980014004,-0.004903239109336295,-0.057712816591945916,0.0035801700943359285,-0.06858471089297583,100,large,0
29,0.028567460471958548,-0.02813887654789467,0.012777217511400867,0.012853836299573224,-0.006432121503389766,0.0039741119666107105,0.014217102492801066,-0.013618648330759757,0.014998664380494922,-0.017298190134829968,0.027850320057483332,100,large,0
30,-0.04188800456262499,0.03139632651564277,-0.065742410789208,0.08983818067646154,-0.06633183379440191,0.1713894971713345,-0.10744165876148876,0.030028119924654192,-0.06081675757354725,0.025330521584860426,-0.030543457725518607,100,large,0
31,-0.0774225803348454,-0.10152352340489276,-0.08631915683386977,0.137480131496617,-0.02818929299172412,0.3551226569388833,-0.11458959571781203,0.020047690634753756,-0.11181425616087082,-0.039105729952068555,-0.11769419272313023,100,large,0
32,0.06991896158156581,-0.08094585706819901,0.0895913690082112,-0.04686542908988497,0.08516235374216571,-0.08093114535444451,0.07611765364932914,-0.0864541846568792,0.0592242318043385,-0.04422694374948004,0.066101841633715,100,large,0
33,-0.027743819870624787,-0.05290652986302421,-0.041705741040893834,0.0904595147217593,-0.04746089604489842,0.18296584820118622,-0.045091327817195326,0.030828744036905994,-0.09371328901840545,0.02376367096460629,-0.09444176881766263,100,large,0
34,0.12728033392798702,-0.01166077192547977,0.12554303378470383,0.0032569187226522585,0.08178210096772642,-0.048259533899528625,0.06153013136551705,-0.06498166721907189,0.05880558575448786,-0.05415616078390361,0.03851804929384544,100,large,0
35,-0.0043089566991132795,0.01386695952500443,-0.034831109441400575,0.02439301021269483,-0.04063378653433554,0.007258098212094596,-0.034604870640876056,-0.006904501802421972,-0.04148575612211794,-0.0010279828386494474,-0.03368168481653751,100,large,0
36,0.08770700722980221,-0.10304337826766603,0.1601100201245543,-0.026864447942426067,0.06008598650006892,-0.10864577927453553,0.045782302992809276,-0.08908641394722847,0.04105457053545409,0.007498106382582416,0.10832910686930537,100,large,0
37,0.011815967183485312,0.0051322449211635285,-0.024100755410524595,0.054158039511355775,-0.039754052306187636,0.04683267219227071,-0.027965986607554894,0.02662314106138044,-0.015170951016021478,0.0033827961366476103,0.010079258161056967,100,large,0
38,0.049684683252779256,-0.09713332590233939,0.09198288942529757,-0.09950004423144887,0.12711544294689864,-0.16125807426421102,0.12201708710677751,-0.0845274653536604,0.05429343179542298,-0.026362731891524157,0.049825376758836915,100,large,0
39,-0.014142537980666888,0.01509658251075292,-0.03461399228068525,0.08209629012418279,-0.08279650018700398,0.11932543020962436,-0.07209227122224575,0.04563196083481015,-0.04914357136204539,0.0434580306295067,-0.038285140194598014,100,large,0
40,0.09348036051809291,-0.07243054866662721,0.072429622882352,-0.059660500793359265,0.11285056921198282,-0.13726708378299446,0.10537677844097716,-0.07954057649103002,0.06084329774000919,-0.044017060620502174,0.06522408784346843,100,large,0
41,0.0018493899744032594,-0.026691393607651073,0.005615819410638528,0.03566419617603535,0.007140617067585887,0.09071158475512839,-0.07556568188503479,-0.031806489241952715,0.0017819498606182482,-0.028653161519699353,0.001624092306568084,100,large,0
42,0.04845405937023578,-0.01632777593129215,0.002649430662171267,-0.004911122138096018,0.019269226671086527,-0.027509636345027573,0.009334303702844389,-0.022603521404919093,-0.014925595067333656,-0.022084243524347843,-0.020707200216474785,100,large,0
43,0.09726967342818314,-0.0013790431608556274,0.013796472755916257,-0.0032130269199470048,0.022567174315614676,-0.024732688636716217,-0.01669411460102358,-0.02964077585407593,-0.052037128662125995,-0.03676106415925602,-0.018341066499562887,100,large,0
44,0.04328761929689187,-0.08459925037401123,0.06712093159785532,-0.037700941621796644,0.021327887112540463,-0.14476233298075247,-0.01624698384018365,-0.120598406847065,0.017509698719379626,-0.08741783542102871,0.042269199625162956,100,large,0
45,0.01165379853150356,-0.045459281400298965,0.034543153569873516,0.017220186244279408,0.004235524429643669,0.004505653039220549,-0.008027548735556818,-0.028027497872765567,-0.011874579921692779,-0.03431768115331345,-0.020749684024245645,100,large,0
46,0.15947081086578935,0.005789565556656256,-0.028622614853349986,-0.016053386176302677,0.17423611249849197,-0.33900656545445745,0.1369731574212506,-0.06944633016995741,-0.008347341146477122,-0.014864921451341535,0.0316628274400029,100,large,0
47,0.06878126310878996,-0.019938295931661677,0.07579633712868888,0.031622363268012786,0.004024904015511727,0.0589872005072698,-0.016175005590733642,-0.02073772506434808,0.0038154658947483957,-0.05724695528830524,-0.03912533108874075,100,large,0
48,0.029912326148625955,-0.030900867848791737,0.01639937576305548,-0.014531301682091519,0.0003270120354925271,-0.008642057364740004,-0.02365851108706335,0.021633673905691486,0.0310075633580501,0.022297423636391377,0.041162744264239555,100,large,0
49,0.05616405243447015,-0.009671768403558826,0.020760818920735075,-0.012085246566474729,0.03959989919443607,-0.028707249150590378,-0.0030296329232061964,0.004874765552138116,-0.02369352004967331,0.03018361229587584,0.0003436397759158799,100,large,0
50,0.0191052855652934,0.06168177759106414,-0.03989067466804174,0.03007793476009258,-0.08079994055032269,0.06807547213252503,-0.10938178761028206,0.07414173922455669,-0.015703619640861182,0.04918595792084601,-0.05476740247416387,100,large,0
